Loan ID,Disbursed Date,Region,Loan Purpose,Loan Amount (INR),Tenure (months),Interest Rate (%),Applicant Age,Employment Type,Education Level,Marital Status,Monthly Income (INR),Credit Score,EMI (INR),EMI to Income Ratio,Late Payments Count,Loan Status
LN-102638,2026-02-20,East India,Personal Loan,407637.0,36,17.67,46,Unemployed,Post-Graduate,Single,20563.0,522,14669.66,0.713,12,Written Off
LN-100273,2026-02-21,Central India,Home Loan,2661474.0,180,16.75,39,Business Owner,High School,Divorced,34291.0,638,40489.56,1.181,11,Defaulted
LN-103114,2026-02-21,North India,Vehicle Loan,1022023.0,60,12.45,42,Business Owner,Post-Graduate,Single,96641.0,652,22967.43,0.238,1,Active
LN-103434,2026-02-21,North India,Business Loan,4364691.0,24,9.64,30,Business Owner,High School,Divorced,44547.0,623,200683.89,4.505,4,Defaulted
LN-106081,2026-02-21,East India,Personal Loan,55793.0,12,8.69,24,Salaried,Post-Graduate,Married,69232.0,705,4871.16,0.07,0,Active
LN-106134,2026-02-21,South India,Business Loan,4418134.0,84,17.51,36,Salaried,Graduate,Married,65081.0,661,91595.05,1.407,1,Active
LN-100297,2026-02-22,West India,Agriculture Loan,778136.0,12,15.94,55,Self-Employed,Professional Degree,Single,122302.0,721,70578.85,0.577,1,Active
LN-102808,2026-02-22,South India,Personal Loan,360021.0,24,17.21,30,Retired,Post-Graduate,Single,83931.0,704,17836.6,0.213,0,Active
LN-104929,2026-02-22,South India,Business Loan,4803178.0,36,12.45,39,Retired,Post-Graduate,Divorced,102491.0,572,160568.55,1.567,4,Restructured
LN-106161,2026-02-22,East India,Vehicle Loan,818275.0,48,10.8,21,Self-Employed,Graduate,Single,32152.0,594,21069.36,0.655,7,Defaulted
LN-106817,2026-02-22,Central India,Business Loan,2502520.0,24,14.17,21,Salaried,Professional Degree,Single,112844.0,670,120354.28,1.067,0,Active
LN-100667,2026-02-23,North India,Business Loan,2921745.0,84,12.99,35,Salaried,Graduate,Single,44181.0,621,53136.39,1.203,2,Active
LN-101960,2026-02-23,Central India,Agriculture Loan,431191.0,12,9.32,38,Salaried,High School,Single,33484.0,642,37772.31,1.128,5,Restructured
LN-102434,2026-02-23,North India,Education Loan,1841778.0,120,16.18,21,Self-Employed,High School,Single,29682.0,578,31059.11,1.046,8,Written Off
LN-102897,2026-02-24,South India,Vehicle Loan,739380.0,60,18.44,39,Salaried,Professional Degree,Divorced,71614.0,634,18952.82,0.265,3,Active
LN-103224,2026-02-24,West India,Education Loan,889677.0,60,9.21,59,Salaried,Graduate,Divorced,68646.0,708,18559.04,0.27,0,Active
LN-106327,2026-02-24,North India,Education Loan,1072305.0,84,11.53,59,Salaried,Graduate,Divorced,60319.0,699,18660.65,0.309,0,Active
LN-106439,2026-02-24,North India,Gold Loan,163515.0,24,13.12,50,Self-Employed,Graduate,Married,65421.0,728,7783.02,0.119,1,Active
LN-100072,2026-02-25,South India,Business Loan,3768691.0,36,14.71,24,Business Owner,Graduate,Divorced,97652.0,704,130108.34,1.332,1,Active
LN-101709,2026-02-25,West India,Personal Loan,243547.0,12,12.19,70,Self-Employed,Graduate,Divorced,38568.0,629,21660.51,0.562,3,Active
LN-103419,2026-02-25,Central India,Personal Loan,127109.0,36,12.39,31,Unemployed,Post-Graduate,Married,20803.0,645,4245.55,0.204,4,Restructured
LN-106447,2026-02-25,East India,Business Loan,3591255.0,24,11.56,56,Salaried,Graduate,Married,36630.0,653,168315.87,4.595,5,Restructured
LN-106704,2026-02-25,East India,Agriculture Loan,300801.0,12,8.66,29,Salaried,High School,Divorced,21450.0,718,26258.09,1.224,1,Active
LN-100181,2026-02-26,Central India,Home Loan,4946819.0,300,11.23,31,Salaried,Professional Degree,Divorced,121575.0,826,49309.18,0.406,0,Active
LN-105335,2026-02-26,East India,Personal Loan,232891.0,12,7.82,26,Unemployed,High School,Divorced,8987.0,485,20239.44,2.252,5,Restructured
LN-102852,2026-02-27,Central India,Vehicle Loan,1056431.0,48,7.85,55,Salaried,Post-Graduate,Divorced,93695.0,700,25716.25,0.274,0,Active
LN-102880,2026-02-27,North India,Personal Loan,165627.0,36,15.02,21,Salaried,Professional Degree,Single,126874.0,630,5743.14,0.045,2,Active
LN-104278,2026-02-27,Central India,Home Loan,2966745.0,180,8.1,45,Business Owner,Graduate,Single,57687.0,607,28523.3,0.494,2,Active
LN-100112,2026-02-28,Central India,Personal Loan,214259.0,48,10.9,43,Unemployed,Professional Degree,Single,41991.0,604,5527.24,0.132,2,Active
LN-101708,2026-02-28,South India,Agriculture Loan,690056.0,36,9.98,30,Self-Employed,Graduate,Married,37185.0,572,22259.69,0.599,2,Active
LN-105006,2026-02-28,North India,Vehicle Loan,950388.0,60,12.61,34,Business Owner,Professional Degree,Divorced,226013.0,692,21434.98,0.095,1,Active
LN-105036,2026-02-28,Central India,Home Loan,4756975.0,180,13.1,42,Business Owner,Post-Graduate,Divorced,147485.0,760,60500.6,0.41,0,Active
LN-100442,2026-03-01,North India,Agriculture Loan,420316.0,12,13.48,43,Unemployed,Graduate,Single,19178.0,591,37636.2,1.962,6,Restructured
LN-100537,2026-03-01,West India,Education Loan,1363613.0,36,16.53,30,Salaried,Graduate,Single,68701.0,701,48298.16,0.703,5,Defaulted
LN-102412,2026-03-01,East India,Agriculture Loan,321626.0,36,10.79,41,Salaried,Graduate,Divorced,64083.0,706,10497.67,0.164,1,Active
LN-102919,2026-03-01,East India,Business Loan,4774953.0,24,16.07,30,Salaried,Post-Graduate,Divorced,95061.0,657,233956.29,2.461,0,Active
LN-102957,2026-03-01,North India,Business Loan,1062909.0,36,12.96,44,Salaried,High School,Divorced,32031.0,792,35793.13,1.117,1,Active
LN-106474,2026-03-01,North India,Vehicle Loan,1085215.0,72,15.82,41,Business Owner,Post-Graduate,Single,119683.0,741,23432.89,0.196,1,Active
LN-101019,2026-03-02,West India,Agriculture Loan,718442.0,24,8.32,41,Salaried,Graduate,Divorced,43761.0,724,32598.14,0.745,1,Active
LN-101022,2026-03-02,South India,Agriculture Loan,798201.0,12,13.34,21,Business Owner,Post-Graduate,Single,90468.0,594,71420.53,0.789,2,Active
LN-101612,2026-03-02,Central India,Education Loan,1289933.0,120,17.03,21,Salaried,Professional Degree,Single,104081.0,691,22443.26,0.216,0,Active
LN-101964,2026-03-02,South India,Home Loan,2840248.0,180,15.53,42,Self-Employed,Post-Graduate,Married,69718.0,680,40787.79,0.585,0,Active
LN-103696,2026-03-02,East India,Home Loan,2733298.0,120,10.89,32,Unemployed,Post-Graduate,Single,30426.0,633,37481.19,1.232,2,Active
LN-104654,2026-03-02,West India,Personal Loan,67606.0,12,10.45,42,Business Owner,High School,Divorced,58067.0,667,5957.8,0.103,0,Active
LN-104874,2026-03-02,North India,Education Loan,1952354.0,60,9.63,58,Self-Employed,Post-Graduate,Married,62483.0,790,41127.21,0.658,1,Active
LN-100156,2026-03-03,West India,Vehicle Loan,683479.0,60,16.86,43,Self-Employed,High School,Married,33199.0,682,16934.81,0.51,1,Active
LN-102079,2026-03-03,Central India,Business Loan,1422790.0,84,13.51,31,Salaried,Post-Graduate,Divorced,71729.0,701,26279.46,0.366,0,Active
LN-104290,2026-03-03,North India,Home Loan,3922047.0,180,15.66,53,Business Owner,Below High School,Divorced,20410.0,673,56676.12,2.777,0,Active
LN-101143,2026-03-04,Central India,Vehicle Loan,852230.0,48,15.98,46,Salaried,Graduate,Divorced,59205.0,706,24143.71,0.408,6,Defaulted
LN-100203,2026-03-05,East India,Vehicle Loan,813799.0,48,15.25,39,Self-Employed,Professional Degree,Divorced,134971.0,690,22751.9,0.169,1,Active
LN-100286,2026-03-05,North India,Vehicle Loan,1024147.0,48,18.19,44,Retired,High School,Married,26113.0,638,30186.09,1.156,3,Active
LN-100335,2026-03-05,East India,Vehicle Loan,868860.0,48,17.8,48,Salaried,High School,Single,25083.0,710,25432.05,1.014,1,Active
LN-103230,2026-03-05,West India,Personal Loan,493832.0,36,15.62,42,Retired,Graduate,Married,39172.0,641,17269.16,0.441,9,Defaulted
LN-105730,2026-03-05,East India,Vehicle Loan,918389.0,60,18.43,32,Salaried,Professional Degree,Divorced,135633.0,669,23536.4,0.174,6,Restructured
LN-100627,2026-03-06,South India,Vehicle Loan,233341.0,48,16.99,36,Salaried,Professional Degree,Divorced,108058.0,728,6731.86,0.062,1,Active
LN-104981,2026-03-06,North India,Vehicle Loan,466739.0,72,16.33,51,Business Owner,Post-Graduate,Divorced,128738.0,730,10209.42,0.079,0,Active
LN-106493,2026-03-06,North India,Business Loan,3868972.0,24,10.14,54,Self-Employed,Post-Graduate,Divorced,99533.0,699,178783.53,1.796,7,Defaulted
LN-106988,2026-03-06,South India,Home Loan,1572089.0,180,14.62,38,Salaried,High School,Divorced,38644.0,701,21595.03,0.559,0,Active
LN-101115,2026-03-07,East India,Home Loan,5842147.0,300,9.58,28,Salaried,Professional Degree,Divorced,125640.0,786,51367.9,0.409,0,Active
LN-100081,2026-03-08,West India,Home Loan,1692466.0,180,9.97,21,Self-Employed,High School,Single,23120.0,644,18156.28,0.785,8,Defaulted
LN-100321,2026-03-08,West India,Business Loan,3530582.0,36,9.81,21,Salaried,Graduate,Divorced,67896.0,771,113607.27,1.673,0,Active
LN-104424,2026-03-08,Central India,Gold Loan,438200.0,24,13.03,22,Salaried,High School,Married,35305.0,620,20839.0,0.59,2,Active
LN-104880,2026-03-08,East India,Vehicle Loan,727628.0,48,9.29,34,Retired,Post-Graduate,Married,62435.0,630,18207.42,0.292,3,Active
LN-105317,2026-03-08,Central India,Personal Loan,412887.0,12,13.57,53,Self-Employed,Post-Graduate,Married,66466.0,680,36988.45,0.557,12,Defaulted
LN-100950,2026-03-09,North India,Vehicle Loan,839956.0,48,10.62,49,Salaried,High School,Single,18156.0,705,21554.42,1.187,0,Active
LN-101039,2026-03-09,North India,Personal Loan,498060.0,24,15.66,36,Self-Employed,High School,Divorced,27930.0,591,24305.73,0.87,2,Active
LN-102629,2026-03-09,West India,Agriculture Loan,907261.0,36,10.38,46,Business Owner,Professional Degree,Married,120028.0,793,29436.89,0.245,1,Active
LN-104808,2026-03-09,Central India,Gold Loan,245096.0,12,8.13,34,Salaried,Below High School,Single,28028.0,733,21335.25,0.761,0,Active
LN-101454,2026-03-10,Central India,Gold Loan,112113.0,24,9.28,43,Salaried,High School,Divorced,18547.0,717,5136.27,0.277,1,Active
LN-102848,2026-03-10,East India,Education Loan,710877.0,120,10.27,55,Unemployed,Professional Degree,Married,42433.0,538,9500.9,0.224,4,Restructured
LN-103142,2026-03-10,Central India,Home Loan,4945886.0,120,14.03,30,Unemployed,High School,Single,10194.0,526,76882.25,7.542,4,Defaulted
LN-103791,2026-03-10,North India,Personal Loan,272651.0,24,9.88,21,Retired,Professional Degree,Single,146942.0,745,12566.36,0.086,0,Active
LN-104002,2026-03-10,South India,Gold Loan,615064.0,24,10.19,27,Salaried,Graduate,Divorced,36779.0,628,28436.05,0.773,1,Active
LN-105410,2026-03-10,Central India,Vehicle Loan,745874.0,60,17.4,35,Salaried,Post-Graduate,Single,57350.0,540,18697.69,0.326,3,Active
LN-106559,2026-03-10,North India,Business Loan,3158850.0,36,8.21,34,Business Owner,Below High School,Single,20168.0,749,99293.18,4.923,5,Restructured
LN-101317,2026-03-11,East India,Home Loan,3325176.0,120,13.89,31,Salaried,Post-Graduate,Single,96514.0,693,51409.13,0.533,6,Restructured
LN-106448,2026-03-11,North India,Vehicle Loan,1047007.0,60,11.4,36,Salaried,Graduate,Divorced,50794.0,631,22973.89,0.452,2,Active
LN-106574,2026-03-11,East India,Agriculture Loan,778024.0,24,15.18,56,Self-Employed,Graduate,Married,60044.0,770,37790.35,0.629,0,Active
LN-101089,2026-03-12,East India,Personal Loan,102444.0,12,13.14,21,Business Owner,Professional Degree,Single,231613.0,662,9156.75,0.04,1,Active
LN-104660,2026-03-12,North India,Education Loan,970468.0,36,13.6,44,Self-Employed,Below High School,Single,14238.0,602,32980.07,2.316,3,Restructured
LN-106962,2026-03-12,Central India,Personal Loan,194511.0,12,17.26,25,Unemployed,Graduate,Married,21495.0,627,17764.34,0.826,7,Defaulted
LN-102752,2026-03-13,East India,Home Loan,4289513.0,240,17.54,42,Business Owner,Graduate,Divorced,90547.0,604,64686.0,0.714,12,Defaulted
LN-102830,2026-03-13,North India,Home Loan,4751736.0,300,12.74,26,Business Owner,Graduate,Married,65208.0,678,52663.62,0.808,0,Active
LN-103039,2026-03-13,South India,Business Loan,3216705.0,84,10.56,32,Self-Employed,High School,Single,31058.0,541,54336.47,1.75,10,Defaulted
LN-105150,2026-03-13,Central India,Education Loan,1620514.0,120,7.83,43,Salaried,Graduate,Divorced,58242.0,703,19516.04,0.335,1,Active
LN-106506,2026-03-13,South India,Vehicle Loan,795022.0,36,8.82,47,Salaried,Professional Degree,Married,147225.0,799,25214.94,0.171,1,Active
LN-106825,2026-03-13,Central India,Business Loan,1815308.0,60,14.79,51,Unemployed,Post-Graduate,Married,30459.0,501,42986.2,1.411,9,Defaulted
LN-106987,2026-03-13,South India,Personal Loan,65823.0,12,8.95,38,Salaried,Professional Degree,Single,127214.0,709,5754.79,0.045,1,Active
LN-100994,2026-03-14,West India,Education Loan,1230496.0,36,9.68,25,Unemployed,Graduate,Married,19695.0,472,39520.03,2.007,10,Written Off
LN-102201,2026-03-14,South India,Business Loan,3431060.0,24,14.73,43,Self-Employed,High School,Single,36121.0,733,165920.8,4.593,1,Active
LN-103750,2026-03-14,East India,Personal Loan,214504.0,48,18.32,44,Salaried,Post-Graduate,Single,75095.0,800,6336.98,0.084,1,Active
LN-100867,2026-03-15,North India,Business Loan,2576870.0,36,14.14,46,Self-Employed,Graduate,Married,50496.0,644,88246.63,1.748,1,Active
LN-103090,2026-03-15,West India,Business Loan,4238679.0,60,11.75,47,Salaried,Graduate,Single,41751.0,611,93752.46,2.246,2,Restructured
LN-106511,2026-03-15,South India,Gold Loan,619602.0,24,10.3,32,Unemployed,Professional Degree,Single,24037.0,534,28677.36,1.193,6,Written Off
LN-101865,2026-03-16,Central India,Vehicle Loan,212276.0,60,14.26,54,Retired,Professional Degree,Married,110026.0,665,4967.95,0.045,0,Active
LN-103104,2026-03-16,East India,Vehicle Loan,1157013.0,60,11.4,24,Salaried,Graduate,Single,66053.0,791,25387.69,0.384,0,Active
LN-103321,2026-03-16,West India,Business Loan,4453471.0,84,10.98,51,Self-Employed,Professional Degree,Divorced,102631.0,709,76207.45,0.743,0,Active
LN-103498,2026-03-16,West India,Vehicle Loan,502227.0,72,7.62,51,Salaried,Post-Graduate,Divorced,95345.0,707,8712.77,0.091,0,Active
LN-104324,2026-03-16,West India,Education Loan,296271.0,120,8.66,31,Self-Employed,Graduate,Divorced,41559.0,578,3698.74,0.089,3,Active
LN-104766,2026-03-17,Central India,Vehicle Loan,832081.0,60,11.03,28,Salaried,Post-Graduate,Divorced,56864.0,640,18103.91,0.318,1,Active
LN-100312,2026-03-18,West India,Agriculture Loan,835854.0,24,9.94,26,Business Owner,Below High School,Single,32353.0,697,38547.28,1.191,0,Active
LN-100808,2026-03-18,South India,Home Loan,3500047.0,180,13.91,43,Unemployed,Post-Graduate,Single,34566.0,662,46400.13,1.342,2,Restructured
LN-102867,2026-03-18,North India,Home Loan,2336921.0,240,15.94,58,Self-Employed,Below High School,Single,21940.0,652,32407.4,1.477,0,Active
LN-104580,2026-03-18,East India,Home Loan,3837533.0,240,12.84,34,Salaried,Post-Graduate,Married,97783.0,657,44522.91,0.455,0,Active
LN-101872,2026-03-19,South India,Vehicle Loan,547596.0,72,16.9,61,Business Owner,High School,Single,26791.0,704,12151.36,0.454,1,Active
LN-101336,2026-03-20,East India,Home Loan,4950753.0,180,11.76,34,Salaried,High School,Divorced,25663.0,706,58655.09,2.286,1,Active
LN-102538,2026-03-20,Central India,Business Loan,4967185.0,60,18.36,51,Self-Employed,Graduate,Divorced,44937.0,775,127108.64,2.829,1,Active
LN-102558,2026-03-21,North India,Education Loan,854031.0,60,14.68,44,Salaried,Post-Graduate,Married,62760.0,720,20174.17,0.321,0,Active
LN-102820,2026-03-21,Central India,Agriculture Loan,997064.0,12,11.15,21,Salaried,Graduate,Single,41242.0,765,88191.95,2.138,1,Active
LN-104288,2026-03-21,West India,Vehicle Loan,201961.0,48,11.73,26,Self-Employed,Post-Graduate,Single,67745.0,689,5291.67,0.078,1,Active
LN-106773,2026-03-21,East India,Home Loan,3820017.0,240,11.61,53,Salaried,Professional Degree,Divorced,139975.0,755,41027.71,0.293,1,Active
LN-100551,2026-03-22,East India,Education Loan,206510.0,36,11.91,45,Self-Employed,Post-Graduate,Divorced,99701.0,665,6850.21,0.069,1,Active
LN-100935,2026-03-22,Central India,Agriculture Loan,380878.0,36,14.31,58,Retired,Post-Graduate,Single,104469.0,625,13074.93,0.125,6,Defaulted
LN-101750,2026-03-23,Central India,Home Loan,3699297.0,240,8.05,27,Self-Employed,Graduate,Married,54105.0,655,31057.62,0.574,9,Defaulted
LN-103033,2026-03-23,Central India,Home Loan,5231664.0,120,11.06,24,Retired,Below High School,Single,20000.0,528,72243.98,3.612,5,Defaulted
LN-103329,2026-03-23,West India,Home Loan,5118678.0,180,9.07,39,Salaried,Professional Degree,Divorced,109485.0,698,52130.41,0.476,1,Active
LN-103526,2026-03-23,East India,Personal Loan,278210.0,24,10.92,28,Salaried,Below High School,Married,16533.0,649,12956.44,0.784,12,Defaulted
LN-103773,2026-03-23,East India,Home Loan,4404721.0,240,11.94,51,Salaried,Post-Graduate,Single,53272.0,689,48315.65,0.907,1,Active
LN-105418,2026-03-23,West India,Home Loan,4235306.0,120,11.74,36,Self-Employed,Graduate,Divorced,59675.0,631,60129.47,1.008,6,Restructured
LN-105653,2026-03-23,Central India,Home Loan,4196446.0,180,11.75,32,Salaried,Post-Graduate,Divorced,104689.0,659,49691.43,0.475,1,Active
LN-104488,2026-03-24,South India,Gold Loan,683237.0,24,9.72,36,Self-Employed,Graduate,Divorced,63235.0,675,31439.7,0.497,0,Active
LN-100906,2026-03-25,East India,Vehicle Loan,365367.0,60,15.69,44,Self-Employed,Graduate,Divorced,41402.0,662,8824.95,0.213,0,Active
LN-100923,2026-03-25,South India,Personal Loan,255939.0,48,14.02,21,Salaried,Graduate,Married,49621.0,596,6996.48,0.141,3,Active
LN-101889,2026-03-25,Central India,Personal Loan,210676.0,36,11.74,35,Retired,Post-Graduate,Married,59573.0,686,6971.32,0.117,1,Active
LN-103285,2026-03-25,North India,Vehicle Loan,1082893.0,72,13.01,37,Self-Employed,Graduate,Married,54667.0,624,21743.82,0.398,2,Active
LN-106583,2026-03-25,Central India,Home Loan,3826535.0,180,9.34,44,Salaried,Post-Graduate,Single,81320.0,675,39589.01,0.487,1,Active
LN-106703,2026-03-25,North India,Home Loan,1901975.0,240,9.64,30,Salaried,Graduate,Single,36606.0,778,17903.15,0.489,0,Active
LN-100910,2026-03-26,East India,Agriculture Loan,435440.0,36,8.06,26,Salaried,Graduate,Single,36727.0,734,13657.16,0.372,0,Active
LN-101154,2026-03-26,North India,Agriculture Loan,964829.0,36,9.6,38,Business Owner,Post-Graduate,Single,94876.0,832,30951.44,0.326,0,Active
LN-105289,2026-03-26,West India,Home Loan,5976826.0,240,11.38,25,Salaried,Graduate,Divorced,32915.0,657,63245.17,1.921,1,Active
LN-104603,2026-03-27,East India,Education Loan,483818.0,60,13.64,44,Self-Employed,Post-Graduate,Single,109043.0,674,11167.5,0.102,0,Active
LN-106034,2026-03-27,East India,Personal Loan,69329.0,36,11.71,27,Retired,High School,Single,21856.0,802,2293.12,0.105,1,Active
LN-102076,2026-03-28,North India,Business Loan,2193826.0,36,8.85,21,Business Owner,Professional Degree,Divorced,112787.0,707,69610.03,0.617,1,Active
LN-104420,2026-03-28,East India,Education Loan,940958.0,84,13.79,40,Unemployed,High School,Married,10109.0,437,17524.59,1.734,3,Restructured
LN-105619,2026-03-28,South India,Home Loan,1965481.0,180,13.27,31,Self-Employed,Professional Degree,Married,120830.0,690,25218.3,0.209,4,Restructured
LN-102384,2026-03-30,Central India,Education Loan,424133.0,60,18.18,43,Salaried,Post-Graduate,Married,82174.0,696,10811.76,0.132,1,Active
LN-103151,2026-03-30,South India,Agriculture Loan,726848.0,36,16.95,39,Business Owner,High School,Married,42265.0,735,25896.03,0.613,1,Active
LN-102106,2026-03-31,North India,Personal Loan,310872.0,36,16.7,23,Self-Employed,Graduate,Divorced,61234.0,712,11037.08,0.18,0,Active
LN-106743,2026-03-31,North India,Home Loan,1907568.0,120,10.15,46,Business Owner,Graduate,Married,71044.0,832,25367.37,0.357,4,Restructured
LN-102303,2026-04-02,East India,Home Loan,5381507.0,300,13.28,59,Business Owner,High School,Single,52262.0,621,61831.88,1.183,5,Defaulted
LN-103253,2026-04-02,East India,Vehicle Loan,780350.0,60,9.76,41,Business Owner,Graduate,Divorced,80440.0,744,16488.13,0.205,1,Active
LN-103478,2026-04-02,South India,Personal Loan,280143.0,36,11.83,34,Salaried,Professional Degree,Single,147736.0,692,9282.03,0.063,1,Active
LN-106653,2026-04-02,West India,Vehicle Loan,759258.0,72,17.25,59,Retired,Post-Graduate,Married,53966.0,616,16996.64,0.315,0,Active
LN-104775,2026-04-03,South India,Personal Loan,232498.0,12,12.8,45,Self-Employed,Graduate,Married,39275.0,590,20744.28,0.528,2,Active
LN-106179,2026-04-03,West India,Home Loan,2979128.0,120,9.46,54,Business Owner,High School,Married,58395.0,603,38483.97,0.659,2,Active
LN-100138,2026-04-04,North India,Education Loan,561024.0,120,16.06,32,Self-Employed,Graduate,Single,60046.0,744,9418.88,0.157,1,Active
LN-100314,2026-04-04,West India,Personal Loan,120815.0,36,9.2,61,Salaried,Graduate,Divorced,56453.0,730,3853.14,0.068,1,Active
LN-103686,2026-04-04,North India,Home Loan,4076031.0,120,10.56,36,Retired,Graduate,Single,37342.0,680,55136.95,1.477,0,Active
LN-104562,2026-04-04,North India,Gold Loan,652772.0,12,10.2,57,Business Owner,Graduate,Married,111294.0,798,57449.77,0.516,1,Active
LN-105296,2026-04-04,East India,Home Loan,2019143.0,300,18.3,21,Salaried,Graduate,Single,55474.0,683,31123.97,0.561,4,Restructured
LN-101124,2026-04-05,East India,Business Loan,702588.0,60,16.25,21,Retired,High School,Married,22942.0,681,17179.04,0.749,1,Active
LN-101167,2026-04-05,South India,Vehicle Loan,336045.0,60,18.17,40,Salaried,Graduate,Single,70188.0,769,8564.44,0.122,1,Active
LN-102652,2026-04-05,East India,Education Loan,265162.0,60,16.81,63,Business Owner,Post-Graduate,Married,165161.0,682,6562.9,0.04,1,Active
LN-103095,2026-04-05,East India,Vehicle Loan,810746.0,48,15.02,45,Self-Employed,Graduate,Single,40365.0,523,22571.89,0.559,9,Written Off
LN-103432,2026-04-05,West India,Vehicle Loan,769346.0,36,7.88,41,Self-Employed,Graduate,Single,54235.0,621,24065.94,0.444,2,Active
LN-104543,2026-04-05,South India,Business Loan,1615987.0,60,16.32,44,Salaried,Post-Graduate,Single,81181.0,733,39572.95,0.487,1,Active
LN-105866,2026-04-05,Central India,Personal Loan,440371.0,12,18.39,44,Retired,High School,Divorced,30076.0,641,40454.99,1.345,1,Active
LN-106294,2026-04-05,East India,Home Loan,5511512.0,240,16.64,49,Salaried,Graduate,Divorced,45246.0,610,79337.53,1.753,3,Active
LN-103508,2026-04-06,South India,Personal Loan,429496.0,48,7.52,52,Salaried,Graduate,Divorced,61107.0,675,10388.75,0.17,1,Active
LN-101982,2026-04-07,East India,Education Loan,1190586.0,36,14.66,31,Salaried,High School,Married,24700.0,750,41074.1,1.663,5,Restructured
LN-102389,2026-04-07,Central India,Vehicle Loan,828122.0,72,17.2,51,Salaried,High School,Divorced,18798.0,708,18515.05,0.985,0,Active
LN-103627,2026-04-07,North India,Home Loan,4708153.0,120,9.5,37,Self-Employed,Graduate,Married,43791.0,669,60922.35,1.391,0,Active
LN-104024,2026-04-07,West India,Education Loan,309678.0,84,16.15,38,Self-Employed,High School,Single,36650.0,612,6177.33,0.169,0,Active
LN-102517,2026-04-08,South India,Gold Loan,416473.0,6,15.04,47,Business Owner,Graduate,Married,59094.0,662,72488.65,1.227,0,Active
LN-104091,2026-04-08,North India,Personal Loan,372876.0,36,10.26,31,Salaried,Professional Degree,Married,110771.0,900,12077.23,0.109,1,Active
LN-101743,2026-04-09,East India,Gold Loan,476903.0,24,7.98,31,Salaried,Professional Degree,Single,97454.0,681,21564.68,0.221,0,Active
LN-106328,2026-04-09,South India,Vehicle Loan,878296.0,60,9.8,32,Self-Employed,Graduate,Married,37845.0,618,18574.88,0.491,2,Active
LN-100536,2026-04-10,South India,Business Loan,508267.0,60,9.37,24,Business Owner,High School,Single,33464.0,777,10642.29,0.318,0,Active
LN-101923,2026-04-10,Central India,Vehicle Loan,1087258.0,48,8.88,34,Salaried,Professional Degree,Single,136783.0,720,26994.55,0.197,1,Active
LN-102004,2026-04-10,South India,Home Loan,4289493.0,240,14.66,21,Retired,Below High School,Married,19708.0,629,55409.0,2.811,3,Active
LN-103633,2026-04-10,Central India,Education Loan,1696353.0,120,12.01,21,Self-Employed,High School,Married,37152.0,572,24347.54,0.655,2,Active
LN-106885,2026-04-10,West India,Home Loan,1772154.0,240,18.44,43,Self-Employed,Professional Degree,Single,150438.0,606,27951.39,0.186,2,Active
LN-102304,2026-04-11,East India,Home Loan,3436810.0,120,8.89,47,Retired,Post-Graduate,Single,60194.0,696,43331.72,0.72,0,Active
LN-102333,2026-04-11,West India,Home Loan,3152731.0,300,10.2,39,Salaried,Post-Graduate,Single,71610.0,775,29094.58,0.406,0,Active
LN-104511,2026-04-11,West India,Vehicle Loan,1140261.0,36,9.78,21,Salaried,Professional Degree,Married,75221.0,684,36675.35,0.488,3,Restructured
LN-100118,2026-04-12,South India,Education Loan,1197685.0,36,17.2,30,Salaried,Graduate,Single,50920.0,550,42820.05,0.841,2,Active
LN-100502,2026-04-12,Central India,Gold Loan,455888.0,24,9.55,62,Salaried,Graduate,Divorced,39324.0,618,20942.36,0.533,1,Active
LN-100820,2026-04-12,Central India,Gold Loan,168822.0,6,17.72,33,Retired,High School,Divorced,26739.0,665,29608.98,1.107,1,Active
LN-100716,2026-04-13,North India,Home Loan,4914643.0,240,10.05,32,Salaried,Graduate,Divorced,37843.0,719,47590.29,1.258,0,Active
LN-101302,2026-04-13,East India,Personal Loan,267058.0,36,8.6,23,Business Owner,Professional Degree,Married,205147.0,661,8442.74,0.041,1,Active
LN-101864,2026-04-13,East India,Gold Loan,792858.0,12,13.44,42,Salaried,Graduate,Single,36428.0,787,70979.69,1.948,3,Defaulted
LN-102256,2026-04-13,North India,Home Loan,4909474.0,180,11.18,29,Self-Employed,Professional Degree,Married,105270.0,648,56357.1,0.535,2,Active
LN-101970,2026-04-14,Central India,Home Loan,5664142.0,300,15.16,28,Business Owner,High School,Single,54290.0,558,73251.93,1.349,0,Active
LN-102478,2026-04-14,East India,Personal Loan,68911.0,12,8.08,56,Salaried,Post-Graduate,Single,65706.0,802,5997.01,0.091,1,Active
LN-100170,2026-04-15,North India,Business Loan,1660075.0,24,8.77,32,Salaried,Graduate,Single,61652.0,750,75665.03,1.227,0,Active
LN-100639,2026-04-15,East India,Personal Loan,371216.0,48,13.14,49,Retired,High School,Divorced,34653.0,617,9984.61,0.288,3,Active
LN-101905,2026-04-15,Central India,Home Loan,5906966.0,300,16.02,31,Salaried,Post-Graduate,Divorced,60569.0,773,80361.86,1.327,10,Written Off
LN-103513,2026-04-15,South India,Business Loan,2942929.0,36,10.97,50,Business Owner,Below High School,Married,27896.0,601,96305.92,3.452,11,Written Off
LN-106138,2026-04-15,South India,Home Loan,3127086.0,240,8.96,50,Salaried,High School,Married,27761.0,696,28054.81,1.011,0,Active
